gene	mean	median	longest_isoform	merged
CTAGE9	2577	2577	2577	2577
MIR8082	81	81	81	81
PRAMEF25	1939	1939	1939	1939
LGALS9C	1715	1715	1715	1715
PIGC	1467	1467	1479	1479
WFDC8	1127	1127	1227	1488
PRXL2C	2898	2898	2898	2898
PLTP	1843	1852	1944	2224
TNK2-AS1	4103	4103	4103	4103
THORLNC	610	610	610	610
RGS13	1533	1533	1553	1553
PCDHGA11	4214	4230	4785	5804
PCDHGA9	3546	3546	4605	4668
MIR1973	44	44	44	44
LINC02262	735	735	735	735
LINC02263	554	554	583	675
LINC01378	429	429	429	429
LINC02264	576	576	576	576
WSPAR	683	683	683	683
WFDC10B	554	554	632	632
SNORA24	131	131	131	131
LOC729218	5248	5248	5720	5853
METTL14-DT	1549	1549	1549	1549
GDF5	2471	2471	2575	2634
PNMA2	4728	4728	4728	4728
LOC101929762	1913	1913	1913	1913
C4orf3	2815	2815	2960	2960
LINC01061	4818	4818	4818	4818
GTF2IP12	939	939	939	939
LOC645513	1048	1048	1048	1048
LINC01365	533	533	533	533
LINC02502	642	642	642	642
RPL36AL	676	676	676	676
RPL39	390	390	390	390
FIZ1	2645	2645	2645	2645
ALG10	2912	2912	2912	2912
PP12613	2224	2224	2224	2224
MRPL16	1083	1083	1083	1083
NHP2	800	800	853	853
ABITRAM	1901	1901	1901	1901
UGT2A3	3025	3025	3074	3074
MTRES1	1536	1684	1767	1767
CLMN	12749	12749	12749	12749
RFT1	5079	5079	5079	5079
LDHC	1659	1659	2034	2100
IL21-AS1	3748	3748	3748	3748
CETN4P	629	629	629	629
HIRA	4053	4053	4053	4053
KLRF2	731	731	731	731
FMO4	2303	2303	2303	2303
AIDA	2975	2975	2975	2975
LINC01091	1759	1759	2204	3425
LINC02516	1771	1771	1771	1771
SERPINF1	1387	1455	1490	1863
MIR2054	49	49	49	49
C21orf91	5374	5393	5396	5396
KRT5	2238	2238	2238	2238
WBP11	4581	4581	4581	4581
ATP5IF1	1002	579	1925	1925
POLR3K	1372	1372	1372	1372
TPR	9634	9634	9634	9634
EIF2B3	1804	1900	1923	2176
LINC02615	2068	2068	2068	2068
APMAP	2202	2202	2202	2202
EPHA8	3447	3447	5019	5432
LINC02466	1963	1963	1963	1963
LINC02465	1817	1817	1817	1817
LINC02479	577	577	577	577
SNHG27	647	647	664	937
LINC01256	505	505	505	505
LOC101927359	2822	2822	2822	2822
LINC02462	648	648	648	648
LINC02485	412	412	412	412
LINC00613	410	410	490	549
LINC02511	2488	2488	2488	2488
LINC02510	3157	3157	3157	3157
LINC02172	2264	2264	2264	2264
LINC00616	2016	2016	2016	2016
SLC7A11-AS1	4654	4654	4654	4654
LINC00499	541	541	541	541
LOC105377448	282	282	282	282
PSEN2	2272	2272	2295	2298
EPAS1	5155	5155	5155	5155
LOC107984036	1990	1990	2367	2367
CRNDE	962	922	1144	1420
LINC01197	1378	1378	1378	1378
LOC101927516	2577	2577	2577	2577
SCOC-AS1	2017	2017	2017	2017
GNB1L	6642	6642	6642	6642
TNRC18P1	1890	1890	1890	1890
LINC02432	1025	1025	1025	1025
HIKESHI	1103	1108	1282	1511
LOC105377623	791	791	791	791
MIR3139	76	76	76	76
SMARCA5-AS1	1147	1147	1147	1147
GUSBP5	1989	1989	1989	1989
LOC105377458	1679	1679	1679	1679
LOC101927636	1301	1301	1301	1301
OTUD1	3114	3114	3114	3114
HHIP-AS1	1132	1132	1132	1132
KLKB1	2244	2258	2289	2408
F2RL2	3333	3333	3398	3398
SNRNP35	1557	1477	2141	3737
MRGPRX4	1444	1444	1444	1444
MRGPRX3	1558	1558	1639	1688
LINC02266	1149	1149	1149	1149
ZIM3	2627	2627	2627	2627
GPSM3	1334	1334	1456	1569
ZNF8	9110	9110	9110	9110
CRYGC	627	627	627	627
SMAD1-AS2	1123	1123	1123	1123
SMAD1-AS1	594	594	594	594
RHOBTB3	5370	5370	5370	5370
TSPEAR	3989	3989	4020	4020
LINC01095	1182	1182	1182	1182
LGALS7B	499	499	499	499
CD83	2323	2328	2336	2383
MIR7849	106	106	106	106
SHROOM1	3568	3568	3768	3862
NEFL	3840	3840	3840	3840
KLHL34	3641	3641	3641	3641
PCAT19	3032	3032	3476	3476
MIR4799	74	74	74	74
LOC105377480	365	365	365	365
LINC02355	2519	2519	2519	2519
SPATA12	2190	2190	2190	2190
ANKRD37	780	780	780	780
BRWD3	12921	12921	12921	12921
TMEM119	2662	2662	2662	2662
COL9A1	4390	4390	4762	4979
MICU3	4044	3989	4174	4176
ASPHD1	1816	1816	1816	1816
CENPV	1132	1132	1132	1132
BRF2	2560	2560	2560	2560
MMP21	1915	1915	1915	1915
ATRN	5209	4231	8648	9266
DNAJC24	2970	2970	2970	2970
LOC729558	1897	1897	1897	1897
GSG1L2	882	882	882	882
SNORD73A	65	65	65	65
LINC02273	1420	1420	1588	1653
FBXW7-AS1	370	370	370	370
MIR3140	90	90	90	90
MIR4453HG	3000	3000	3000	3000
MIR4453	89	89	89	89
LOC729870	1124	1124	1124	1124
PNPLA4	2884	2752	3342	3396
NPHS1	5024	5024	5024	5024
COIL	2633	2633	2633	2633
ANXA2P1	1343	1343	1343	1343
CCBE1	6271	6271	6271	6271
LOC100419170	3034	3034	3034	3034
TCEAL5	1046	1046	1046	1046
LOC102724776	449	449	449	449
DZIP1	7462	7462	7491	7491
MIR493	89	89	89	89
MIR146B	73	73	73	73
RBAK-RBAKDN	817	817	817	817
DEPTOR	2451	2451	2569	2636
SIMC1	2529	2070	3580	3920
LINC02433	1392	1392	1392	1392
FAM198B-AS1	3768	3755	4812	4977
PARK7	1015	1015	1127	1184
WEE1	3403	3403	3588	4277
XPO1	4988	4988	4988	4988
CORO2A	5549	5549	5643	5722
TPI1	1468	1460	1594	1858
ADAL	2393	1718	4268	4857
LINC02864	2654	2654	2654	2654
BCAR3-AS1	1562	1562	1562	1562
PCDHB9	4379	4379	4379	4379
HMGB4	1485	1485	2343	2343
MIR3688-1	93	93	93	93
MIR3688-2	87	87	87	87
LINC02233	355	355	355	355
LOC101928052	1088	1088	1088	1088
LCAT	1496	1496	1496	1496
REXO2	1079	1079	1079	1079
CENPT	2580	2580	2580	2580
GK3P	2232	2232	2232	2232
MIR578	96	96	96	96
LINC01179	2163	2163	2163	2163
LOC101928131	1555	1555	1555	1555
SPOCK3	2714	2859	3060	3564
NT5DC2	1948	1948	2020	2372
RPS6KL1	3821	4267	5587	5680
NPY4R2	1724	1724	1724	1724
SFTPA2	2243	2204	2324	2401
STARD7	3380	3380	3380	3380
TMEM269	3354	3354	3354	3354
RNF128	2740	2740	2803	3374
CHST5	3554	3554	3554	3554
NKAP	5942	5942	5942	5942
HECTD3	3597	3597	3597	3597
LINC02275	4365	4365	4365	4365
FSTL3	2501	2501	2501	2501
LINC01612	1259	1259	1259	1259
LINC02382	631	631	631	631
LINC02431	1785	1785	1785	1785
MIR6082	109	109	109	109
LINC02174	553	553	553	553
LOC441052	1470	1470	1470	1470
GALNTL6-AS1	1367	1367	2106	2602
LOC101930370	2197	2197	2363	3307
UBXN7	10521	10521	10521	10521
MIR548T	74	74	74	74
SPR	1432	1432	1432	1432
LINC02269	499	499	499	499
LINC02268	1328	1328	1328	1328
MIR4276	70	70	70	70
ERVH48-1	2294	2294	2294	2294
LOC101928551	1725	1725	1725	1725
KRT80	3890	3890	3908	3908
CAPN8	2061	2061	2061	2061
MIR548G	89	89	89	89
MIR1253	105	105	105	105
LOC101928590	1213	1213	1213	1213
RABL3	4448	4117	5605	5952
CPED1	4066	4066	5304	5591
LAT2	1855	1872	1942	1942
SPANXB1	466	466	466	932
TIGD2	2085	2085	2085	2085
NLRP14	3823	3823	3823	3823
LRRC42	1747	1747	1764	1764
LINC02509	686	686	686	686
HPS6	2688	2688	2688	2688
LINC01098	1034	1034	1034	1034
LINC01099	982	982	1206	1771
LINC00290	592	592	592	592
LINC02500	638	638	638	638
TEMN3-AS1	415	415	415	415
TENM3-AS1	4322	4322	5299	5299
MIR1305	86	86	86	86
FAM92A1P2	2455	2455	2455	2455
WWC2-AS2	2179	2179	2179	2179
LOC389247	781	781	781	781
ATP23	3175	3154	3305	3345
C1orf74	4684	4684	4684	4684
FAM187B	1179	1179	1179	1179
TTC9B	843	843	843	843
C9orf40	2351	2351	2351	2351
LINC02363	1878	1878	1878	1878
LINC02362	794	794	822	822
LINC02427	1088	1088	1088	1088
LINC02365	783	833	873	1383
PCOLCE2	1896	1896	1896	1896
PADI1	3846	3846	3846	3846
HS6ST1	4223	4223	4223	4223
KL	5014	5014	5014	5014
POLR2D	5038	5038	5038	5038
CIAO1	3957	3957	3957	3957
POR	2499	2499	2553	2553
CCDC177	4182	4182	4182	4182
CDC25A	3784	3784	3844	3844
UBXN8	1369	1336	1448	1448
RAG2	2597	2583	2820	2820
SLED1	748	748	748	748
MIR3945HG	1919	1919	1919	1919
MIR3945	98	98	98	98
LINC01093	1447	1516	1529	1529
MIR4455	58	58	58	58
LINC02436	2186	2186	2186	2186
PLIN4	6498	6498	6498	6498
UFSP2	2398	2360	2482	2484
CBX4	2675	2675	2675	2675
LOC105377590	478	478	478	478
SESN1	3689	2723	5664	6100
CHPT1	1572	1572	1572	1572
SSTR5-AS1	2934	2934	2934	2934
SLC18A2	3831	3831	3831	3831
CRYGD	642	642	642	642
FLJ38576	2459	2459	2459	2459
SPTLC2	8164	8164	8164	8164
LINC02374	464	464	464	464
LOC339975	2432	2432	2432	2432
LINC02514	497	497	497	497
LINC02492	482	482	482	482
UBE2Z	3084	3084	3084	3084
MRPS33	4253	4253	4297	4339
SPEM2	1649	1649	1649	1649
LINC02508	426	426	426	426
LINC01262	878	878	878	878
LOC105379514	720	720	720	720
FRG1-DT	2651	2651	2763	3897
LINC01596	591	591	591	591
DBET	3363	3363	3363	3363
VNN3	1535	1524	1763	1919
F2R	3788	3788	3849	3849
MC3R	1084	1084	1084	1084
CHST7	2396	2396	2396	2396
HRAT5	832	832	832	832
ALG8	1690	1690	1743	1743
CEP55	2587	2587	2658	2658
PP7080	1743	1743	1743	1743
SSTR3	4001	4001	4255	4400
SLC9A3-AS1	1781	1781	1781	1781
MIR4456	43	43	43	43
LOC100996325	1042	1042	1042	1042
LOC100506688	3484	3484	3517	3517
BTN3A3	2721	2878	2970	2970
MIR4635	79	79	79	79
CTD-3080P12.3	1802	1802	1802	1802
WNT3	3287	3287	3287	3287
CXCL13	1187	1187	1203	1207
OLFM4	2839	2839	2839	2839
MIR4457	68	68	68	68
LINC01511	1622	1622	1622	1622
F2RL1	2861	2861	2861	2861
MIR6075	95	95	95	95
SDHAP3	1152	1152	1152	1152
LOC728613	2576	2576	2576	2576
MIR4277	84	84	84	84
LINC02116	493	493	493	493
NUCB1	2406	2406	2406	2406
MRPL41	582	582	582	582
MRPS6	931	931	931	931
CTD-2194D22.4	1633	1633	1633	1633
LOC100506858	444	444	444	444
TMC3-AS1	1077	1077	1077	1077
LOC105374620	459	459	459	459
LINC01377	649	649	649	649
LINC01019	3199	3199	3199	3199
LINC02162	574	574	574	574
LINC01017	625	625	625	625
ITIH3	3037	3037	3037	3037
LINC01020	1749	1749	1749	1749
LINC02121	432	432	432	432
CTD-2297D10.2	1584	1584	1584	1584
MIR498	124	124	124	124
MIR495	82	82	82	82
LINC01018	3046	3046	3053	3366
FUT1	4119	4119	4246	4259
CBLL2	1547	1547	1547	1547
LINC02102	3364	3364	3364	3364
TGM4	3390	3390	3390	3390
COG4	2837	2796	2997	2997
LINC02236	552	552	552	552
MIR4278	69	69	69	69
LOC442132	1278	1278	1278	1278
LINC02123	885	885	885	885
MIR380	61	61	61	61
LOC643327	674	674	674	674
LOC100507551	775	775	775	775
LINC02609	2381	2902	3034	3900
LINC02226	1591	1591	1591	1591
MIR4458HG	3244	3244	3244	3244
MIR4458	75	75	75	75
LINC02199	780	780	780	780
MIR4636	80	80	80	80
SEMA5A-AS1	1679	1679	1679	1679
SNHG18	1487	1487	1487	1487
SNORD123	88	88	88	88
LINC02112	1845	1845	1845	1845
LINC02221	389	389	389	389
MIR4686	76	76	76	76
MIR4651	73	73	73	73
MIR4735	69	69	69	69
ROPN1L-AS1	803	803	803	803
MIR6131	109	109	109	109
LINC02212	2130	2130	2130	2130
LINC02213	875	875	971	1109
UBR4	15890	15890	15890	15890
LINC01194	624	624	624	624
LINC02220	527	527	527	527
SMIM10L1	4823	4823	4823	4823
AP1M2	1751	1751	1754	1754
MIR650	96	96	96	96
SNORD170	85	85	85	85
SNORD141A	105	105	105	315
SNORD141B	105	105	105	315
LOC100130744	2599	2599	2599	2599
MIR4637	84	84	84	84
LINC02149	1070	1070	1070	1070
CTD-2350J17.1	385	385	385	385
MIR887	79	79	79	79
LOC401176	3539	3539	3539	3539
LINC02150	2135	2135	2135	2135
LOC101929524	1674	1674	1674	1674
TSSK6	1330	1330	1330	1330
GPR61	2838	2838	2838	2838
HMCN1	18368	18368	18368	18368
BASP1-AS1	3316	3316	3316	3316
LINC02111	2312	2312	2312	2312
LINC02217	477	432	703	979
LINC02218	555	555	582	886
LINC02223	1375	1375	1929	2531
PHF23	1892	1921	1978	2133
SFRP5	1883	1883	1883	1883
KLHL41	2459	2459	2459	2459
CDH18-AS1	1428	1428	1428	1428
LINC02241	1689	1689	1689	1689
LINC02146	517	517	517	517
GUSBP1	2194	1648	4233	6074
EIF3M	4849	4849	5047	5047
PMCHL1	573	573	573	573
LINC02239	2290	2290	2290	2290
LINC02228	534	534	534	534
LINC02211	327	327	327	327
LINC02103	523	523	523	523
LSP1P3	444	444	444	444
LOC101929645	4805	4805	4805	4805
LINC02109	2057	2057	2057	2057
LINC02064	672	672	672	672
LOC105374704	390	390	390	390
IMPDH2	1647	1647	1647	1647
MIR4279	58	58	58	58
SCAP	4010	4010	4254	4254
HRG	1947	1947	1947	1947
LINC02120	2008	2008	2008	2008
LINC02160	517	517	517	517
GIPR	3256	3256	3310	3310
C1QTNF3-AMACR	3612	3612	3612	3612
IRF2	2257	2257	2257	2257
ELOA3B	1641	1641	1641	3282
GSDMD	2018	2018	2315	2331
NDUFA11	1226	695	2410	2710
ZDHHC18	5045	5045	5045	5045
LINC00909	3474	3474	3474	3474
MANCR	1394	1394	1394	1394
PHYHD1	1751	2025	2047	2050
CAPSL	984	984	1003	1093
LOC100506406	393	393	393	393
ARNT2	6523	6523	6523	6523
MIR580	97	97	97	97
FOXD4L1	2067	2067	2067	2067
FOXB1	2870	2870	2870	2870
HABP4	2651	2651	2651	2651
ZFX	7488	7531	7935	8272
LRRIQ4	1855	1855	1855	1855
TENT4A	5028	5028	5030	5030
NIPBL-DT	5334	5334	5334	5334
TLR6	5887	5887	5887	5887
LOC105374727	426	426	426	426
CCZ1	2379	2379	2379	2379
LRIT1	2386	2386	2386	2386
DDX24	5573	5573	5573	5573
KNL1	9304	9304	9343	9343
KCNN1	2657	2657	2657	2657
FERMT1	5151	5151	5151	5151
GDNF-AS1	1517	1517	1527	1663
LINC02110	545	545	545	545
LINC02107	462	462	462	462
LINC02119	2573	2573	2573	2573
CLCF1	1733	1733	1761	1836
VPS4A	4106	4106	4106	4106
EGFLAM-AS4	1574	1574	1574	1574
EGFLAM-AS2	1114	1114	1704	1897
NXN	2862	2862	3044	3141
LIFR-AS1	3592	3592	3798	4644
MIR3650	60	60	60	60
OSMR-AS1	657	657	657	657
LINC01265	800	800	800	800
KPNA7	1708	1708	1708	1708
IRS4	3881	3881	3881	3881
OR2F1	1089	1089	1089	1089
OR2C1	1418	1418	1418	1418
OR3A3	966	966	966	966
ZNF264	12163	12163	12163	12163
DEFB130B	240	240	240	480
TEX37	798	798	798	798
LINC02104	599	599	599	599
LINC00603	562	562	562	562
TBC1D3J	1724	1724	1724	1724
IFT80	4126	4160	4219	4485
DTD2	2712	2712	2712	2712
SLC26A8	3371	3437	3521	3613
SNORD72	80	80	80	80
FBXW8	4759	4759	4861	4861
TMEM86A	3607	3607	3607	3607
SH3PXD2B	4668	4668	7779	7977
OXCT1-AS1	1726	1726	1726	1726
RPP25	2355	2355	2355	2355
CMTM6	3307	3307	3307	3307
TEFM	1306	1306	1306	1306
LOC101926960	1958	1958	2007	2034
JMJD7-PLA2G4B	3273	3273	3367	3367
ARMS2	818	818	818	818
FLJ32255	2759	2759	2759	2759
LOC648987	1673	2160	2764	3507
RESP18	796	796	796	796
LOC153684	2260	2260	2260	2260
LOC100132356	1785	1785	1785	1785
LOC100506639	1548	1548	1548	1548
CYP4F12	1825	1825	1936	2012
HPCAL4	4598	4600	4758	4758
FAM118B	2052	2052	2090	2093
MCM4	4119	4119	4177	4177
PDZD4	3812	3701	4347	4511
NPB	575	575	575	575
BOD1L1	10565	10565	10565	10565
NNT-AS1	3304	3304	3304	3304
EFCAB10	1092	904	1604	2112
FGF10-AS1	1894	1894	1894	1894
LINC02224	1100	1100	1100	1100
MRPS30-DT	1360	1360	1395	1395
AVIL	2994	2994	2994	2994
LINC02106	626	626	626	626
LOC642366	6698	6698	6698	6698
LINC02118	407	407	407	407
H2BC18	747	747	999	1067
MIR199B	110	110	110	110
INSL3	798	798	846	846
MESTIT1	3242	3242	3242	3242
SNORD76	81	81	81	81
LOC257396	1972	1972	2370	2370
MANBAL	1376	1379	1547	1642
MCM3AP-AS1	2363	2315	2539	4707
LINC02105	1715	1715	1839	1842
MIR581	96	96	96	96
LINC01033	715	715	715	715
LOC102467080	700	700	821	979
LOC102467081	550	550	550	550
PTPN14	13358	13358	13358	13358
MIR449C	92	92	92	92
RNASE2	720	720	720	720
MIR193A	88	88	88	88
MIR198	62	62	62	62
MIR197	75	75	75	75
VTRNA2-1	108	108	108	108
MIR300	82	82	82	82
MIR192	110	110	110	110
MIR107	81	81	81	81
LUADT1	453	453	453	453
HOXA10-AS	1161	1161	1161	1161
MIR149	89	89	89	89
ANO1	4062	4062	4554	4807
MIR9-1	89	89	89	89
MIR138-1	99	99	99	99
MIR153-2	87	87	87	87
MIR153-1	90	90	90	90
MAP3K2	11095	11054	11360	11613
MIR5687	77	77	77	77
RNF138P1	5701	5701	5701	5701
MIR320A	72	72	72	72
SYNPO2L	4500	4500	4873	5006
VMA21	4879	4879	5022	5199
ARF5	1032	1032	1032	1032
ARF4	1596	1596	1596	1596
TTBK2	11208	11208	11208	11208
ZNF710	4676	4676	4676	4676
FLJ31104	2287	2287	2287	2287
LINC01948	656	656	656	656
C12orf50	1650	1650	1709	1709
SCARF2	3466	3466	3474	3474
LINCR-0003	1309	1309	1309	1309
LOC101928505	1662	1662	1662	1662
LINC02225	4065	4065	4065	4065
LINC02101	1175	1175	1175	1175
MIR548AE2	67	67	67	67
LINC02108	1184	1184	1184	1184
ECHS1	1277	1277	1277	1277
KPNB1	6001	6001	6058	6370
SEC23A	3843	3843	3843	3843
PIGO	3164	2917	4112	4220
DHCR24	4233	4233	4233	4233
TMEM221	2031	2031	2031	2031
SMIM15-AS1	590	590	590	590
LINC02057	637	637	637	637
C5orf64	2045	2072	3019	3971
LOC101928651	1668	1668	1668	1668
C5orf64-AS1	1181	1181	1181	1181
KCNK2	3740	3751	3875	4289
RHOC	1340	1328	1397	1621
IPO11-LRRC70	1818	1818	1818	1818
SGTB	5448	5448	5448	5448
HIVEP1	9053	9053	9053	9053
DVL3	5269	5269	5269	5269
RPL26	751	823	904	904
AADAC	1563	1563	1563	1563
OR14J1	966	966	966	966
SNX30	7700	7700	7700	7700
OR9G9	918	918	918	918
OR8U8	866	866	866	866
CENPF	10290	10290	10290	10290
TNS3	7585	7585	7585	7585
PCDHB5	3410	3410	3410	3410
UPB1	3823	3823	3823	3823
RAB14	4149	4149	4149	4149
NIPBL	10402	10402	10425	10973
LOC100303749	769	769	769	769
AAMP	1761	1761	1763	1763
MYH1	6021	6021	6021	6021
PCDHA1	4254	4623	5415	5591
LINC02065	1650	1650	1650	1650
LINC02229	660	660	660	660
ZNF491	2887	2887	2887	2887
ZNF441	4448	4448	4448	4448
KRT222	2703	2703	2703	2703
MAST4-AS1	743	743	743	743
IRAK2	3431	3431	3431	3431
LINC02242	641	641	641	641
LOC101928858	1557	1557	1557	1557
LINC02219	454	454	454	454
NADSYN1	2679	2679	2679	2679
LINC02198	2427	2427	2427	2427
CPO	1245	1245	1245	1245
SNORA50D	132	132	132	132
ZNF770	5439	5439	5439	5439
UPF3B	2354	2354	2365	2408
STAMBPL1	2021	2021	2021	2021
EID1	2040	2040	2040	2040
SMPX	934	934	985	985
SLC7A11	9645	9645	9645	9645
AGXT	2900	2900	2900	2900
LOC101928924	333	333	333	333
SMKR1	969	969	969	969
SPRR3	943	943	986	986
SNORD13B-2	104	104	104	208
SNORD13B-1	104	104	104	208
GTF2H2B	4378	4378	4383	8757
GUSBP3	1551	1551	1551	3102
LOC101929599	4995	4995	4995	9990
HDDC2	1446	1446	1446	1446
MED14OS	904	904	904	904
LOC441081	5287	5287	5287	5287
GUSBP9	610	610	610	1220
RNF2	3407	3407	3407	3407
CYP27A1	1895	1895	1895	1895
IL13RA1	3996	3996	3996	3996
OCLNP1	578	578	578	578
LINC02197	1591	1591	2597	3041
PMCHL2	1842	1842	1842	1842
FUBP3	3153	3153	3153	3153
CD3D	715	715	741	861
MIR4803	74	74	74	74
PILRA	1110	1049	1268	1268
C6orf163	1344	1344	1344	1344
PGC	1261	1261	1371	1813
KLHL33	5242	5242	5478	5478
LOC102503427	665	665	665	665
LINC02056	639	639	639	639
UBFD1	4745	4745	4745	4745
OSTM1	4471	4471	4471	4471
PSME2	793	793	793	793
PSMD13	1592	1592	1595	1674
RNF139	3312	3312	3312	3312
MIR4804	73	73	73	73
SPEF1	1580	1580	1580	1580
PRKAB1	2219	2219	2219	2219
KLHL6	6295	6295	6295	6295
LOC105379030	449	449	449	449
LOC340090	2359	2359	2359	2359
LINC02230	531	531	531	531
GSS	2214	1986	2748	2987
LINC01386	507	507	507	507
GOLGA8A	5797	5773	6867	6867
IFIT5	4029	4029	4029	4029
CDH24	3496	3496	3553	3553
PRRC1	3705	3705	4664	4664
GDF2	3309	3309	3309	3309
LINC01335	389	389	389	389
LINC01333	784	784	784	784
LINC01331	568	568	568	568
SDSL	1362	1362	1418	1428
TRMT9B	9443	9443	9589	10009
MIR549A	96	96	96	96
MIR519A2	87	87	87	87
MIR526A1	85	85	85	85
VLDLR-AS1	884	884	884	884
MIR520E	87	87	87	87
MIR511	87	87	87	174
LINC02731	2299	2299	2299	2299
LOC441086	1383	1383	1383	1383
CLCN1	3113	3113	3187	3190
CD72	1531	1531	1531	1531
ZNF35	2658	2658	2658	2658
SFRP4	2867	2867	2867	2867
CNOT9	3217	3761	3912	4499
HBE1	622	622	622	622
LOC441087	1183	1183	1183	1183
LOC101929109	1584	1584	1584	1584
NCRUPAR	486	486	486	486
GMPPB	2416	2416	3144	3248
NR0B2	1165	1165	1165	1165
PIEZO2	9713	9713	9713	9713
SNORA47	138	138	138	138
ZBED3-AS1	1142	1142	1142	1142
SUN3	1428	1424	1522	1522
LOC101929154	353	353	407	470
WTIP	13545	13545	13545	13545
SCAMP1-AS1	1550	1550	1550	1550
GYPB	586	586	609	644
BLVRB	799	799	799	799
RANBP17	4440	4440	4440	4440
LINC01455	561	561	561	561
TGFBR2	4616	4616	4703	4703
CTD-2201I18.1	2716	2716	2716	2716
STK40	3729	3660	3882	3897
PRAMEF15	1865	1865	1865	3730
LOC644936	1381	1381	1381	1381
CRSP8P	1362	1362	1362	1362
ITGB1BP2	1153	1153	1280	1280
LINC01337	442	442	442	442
ORAI3	2204	2204	2204	2204
RASGRF2-AS1	539	539	539	539
CKMT2-AS1	2354	2249	2740	2915
OR14K1	945	945	945	945
CHRNE	2482	2482	2482	2482
TEX15	6498	6498	11476	11547
MIR3977	70	70	70	70
LINC01338	631	631	631	631
SCARNA18	134	134	134	134
MRPL17	2305	2305	2305	2305
VCAN-AS1	424	424	424	424
GRP	843	838	857	857
NBPF22P	2680	2680	2680	2680
LINC02059	759	759	759	759
MIR4280	76	76	76	76
LOC101929380	1471	1471	1471	1471
LINC01949	2898	2898	2898	2898
C9	2769	2769	2769	2769
CLTC	8478	8478	8587	8587
LOC644285	5214	5214	5214	5214
P4HB	2437	2437	2437	2437
LINC02488	914	914	914	914
NBPF12	7109	7109	7109	7109
CSDC2	2530	2530	2530	2530
TMEM161B-AS1	761	688	1109	1391
LINC02060	1626	1626	1626	1626
LINC00461	3378	3373	4175	7716
MEF2C-AS2	463	463	463	463
CTBP1-AS	3886	3886	3886	3886
BZW1-AS1	877	877	877	877
LRRTM4-AS1	997	997	997	997
PANK3	10274	10274	10274	10274
SRD5A3	4060	4060	4060	4060
RAB15	3554	3568	3657	3788
ACTG2	1435	1435	1500	1500
MEF2C-AS1	1922	2237	2423	5398
MIR3660	100	100	100	100
LINC01339	573	573	573	573
KRT78	2742	2742	2930	3002
LOC731157	475	475	475	475
C1orf100	1061	1055	1151	1151
AKAP13	11931	13327	13339	13619
HOXA10	2163	2163	2541	2757
ZNF670	4195	4195	4197	4197
CARD18	701	701	701	701
BARX1	1511	1511	1511	1511
GABPB1-IT1	5942	5942	5942	5942
ARRDC3-AS1	2502	2502	2502	2502
LINC00514	3221	3221	3221	3221
FAM83H-AS1	2737	2737	2737	2737
FAM172A	4527	4511	4684	4720
MIR2277	93	93	93	93
SHANK3	7303	7303	7303	7303
LPCAT1	3945	3945	3945	3945
MCTP1	4687	4680	4959	5400
LINC01554	1916	1916	1916	1916
LOC101929710	473	473	473	473
MIR583	75	75	75	75
CD300A	1485	1468	1815	1903
TMEM265	1649	1649	1649	1649
PRICKLE4	1706	1706	1706	1706
FLJ44635	2269	2269	2269	2269
ECRG4	751	751	751	751
CCDC88C	7519	7519	7519	7519
HOXD1	1886	1886	1886	1886
SPATA31D3	4927	4927	4927	4927
NSUN7	4777	4777	4839	4839
LINC01340	729	729	729	729
LINC02234	1726	1726	1726	1726
LINC01846	1091	1091	1091	1091
RGMB-AS1	2030	2030	2030	2030
ADH1A	1454	1454	1454	1454
SNX21	2894	3202	3217	3217
LINC02062	381	381	381	381
LOC100289230	1876	1876	1876	1876
LINC02113	1033	1033	1033	1033
LOC100133050	701	701	701	701
MIR548P	84	84	84	84
TIGD6	3765	3765	4038	4038
GPR37L1	6529	6529	6529	6529
LINC00492	591	591	591	591
LINC00491	1601	1615	1662	1796
SREBF2	5497	5497	5757	5757
LOC441204	4176	3961	6411	9516
LINC01579	792	792	792	792
LINC02115	432	432	432	432
SMNDC1	4309	4309	4309	4309
MT1B	393	393	393	393
RAB9BP1	625	625	625	625
LINC01950	572	572	572	572
OR5AR1	933	933	933	933
SMARCD3	1826	1903	1904	2144
LINC01023	437	437	437	437
LINC01781	534	543	591	706
LINC02428	417	417	417	417
LOC285638	5456	5456	5456	5456
LINC01848	670	670	670	670
GALE	1588	1584	1665	1819
PREX2	7380	7380	10824	11696
STARD4-AS1	5525	5525	5525	5525
PKN1	3028	3028	3120	3173
CD8B2	2919	2919	4851	5156
NREP-AS1	610	610	610	610
CAPNS1	1518	1480	1687	1887
SNORA13	133	133	133	133
LOC101927023	711	711	711	711
LINC02200	832	832	832	832
LOC102467216	476	476	476	476
GOLGA6L3	1731	1731	1731	1731
CD109	9018	9031	9102	9153
RNF5	1117	1117	1117	1117
EMC3	2097	2097	2642	4098
DLGAP1-AS2	923	923	923	923
LOC101927078	2033	2033	2033	2033
LINC01957	751	751	751	751
TMEM183B	1690	1690	1690	1690
TTYH1	2039	2054	2057	2057
TMED7	3918	3918	3918	3918
LOC101927100	799	799	830	830
LOC102467217	699	699	699	699
CINP	901	901	953	979
GSTO2	5213	6373	6715	7086
MALAT1	8538	8541	8775	8775
FXYD7	708	708	708	708
LOC101927190	3258	3258	3258	3258
SEMA6A-AS1	967	967	967	967
SEMA6A-AS2	2351	2351	2351	2351
